subject_ID,subject_index,opt_betastar,opt_loss,opt_BIC,equalweights_betastar,equalweights_loss,equalweights_BIC,ignoreweak_betastar,ignoreweak_loss,ignoreweak_BIC,fullparam_betastar,fullparam_WSratio,fullparam_loss,fullparam_BIC,best_model,best_model_betastar,best_model_loss,best_model_BIC
63cff43985317bac287a325f,29.0,6.2584607441946325,116.65476035707604,239.70645036936824,3.7121253679986492,221.6617987085755,449.72052707236713,6.800552839052331,112.63399064141342,231.664910938043,5.559732966758947,4.545560545678443,93.00089926534909,198.79565784113046,fullparam,5.559732966758947,93.00089926534909,198.79565784113046
5d63179aa3b94d0001da4bb6,30.0,3.0404158444899165,245.25991002018336,496.91674969558284,4.4454319559838815,185.96117490344776,378.31927946211164,2.0613490625181647,323.94408517435045,654.285100003917,6.478883838407937,0.8027339392249535,183.73636341313278,380.26658613669787,equalweights,4.4454319559838815,185.96117490344776,378.31927946211164
64143c6c286640f3d1348cf8,31.0,3.127291344925829,239.16995169191,484.73516498193544,4.223803142264121,195.56523735041105,397.52573629893755,2.2173182443466044,312.5260414884986,631.4473445751127,5.65373319312474,0.9912977428317145,195.20023159426378,403.19098638475845,equalweights,4.223803142264121,195.56523735041105,397.52573629893755
6600214d71ce9b3918064857,32.0,3.9908110889478925,192.31575290636312,391.02843546794236,5.714441013889354,137.8261774979147,282.0492846510455,2.5538067340205934,290.22979616432553,586.8565219838672,7.727342705461944,1.0294105640237172,138.80955347383312,290.41296625809855,equalweights,5.714441013889354,137.8261774979147,282.0492846510455
6630db626300f92fb51c5172,33.0,2.463613732117129,284.25212571524673,574.9011810857096,2.135430785952953,319.4019079398123,645.2007455348407,2.7017876110827097,280.3183952213431,567.0337200979023,2.2132169967437236,3.5480898533163314,281.4074409288506,575.6087411681334,ignoreweak,2.7017876110827097,280.3183952213431,567.0337200979023
66d5e503d83cb35d8bc7a73c,34.0,0.0,415.88830833596717,838.1735463271505,0.0,415.88830833596717,838.1735463271505,0.0,415.88830833596717,838.1735463271505,0.0,0.10432695811091679,415.88830833596717,844.5704759823666,equalweights,0.0,415.88830833596717,838.1735463271505
5c7cf8b58ca9000001b52f6e,35.0,5.517240437902043,135.28454234825796,276.96601435173204,5.684882602585086,138.7832709536399,283.96347156249595,3.47487079095704,232.25662028897108,470.9101702331583,7.47825663469072,1.6491101336320044,119.57940921782051,251.9526777460733,fullparam,7.47825663469072,119.57940921782051,251.9526777460733
6729136bb1df1c050249f3e7,36.0,2.545434295224099,278.46401290597794,563.324955467172,2.361524020169637,304.14690053125,614.6907307177162,2.5670106860948794,289.33889518085863,585.0747200169334,2.4596884536919497,2.752583139619184,278.194547383291,569.1829540770143,fully_optimal,2.545434295224099,278.46401290597794,563.324955467172
671eca42d22a5b2ad604245e,37.0,3.2081984235164587,234.83218154571261,476.06129274664136,3.639423541425389,225.56300566019277,457.52294097560167,2.5477892297331306,290.6362070902553,587.6693438357267,4.404792339132123,1.3986431757567064,219.06805704693465,450.9299734043016,fullparam,4.404792339132123,219.06805704693465,450.9299734043016
5d0a8a22c0fd80001626e38d,38.0,2.6417850763155433,271.74388249800484,549.8846946512258,2.4481702534948653,298.3459556976624,603.088841050541,2.6455873427328216,284.06273601264377,574.5224016805037,2.617821503653676,2.561507033223186,271.727102062067,556.2480634345662,fully_optimal,2.6417850763155433,271.74388249800484,549.8846946512258
665dd4ef9ba81d499d675de5,39.0,0.7240936418295781,399.5373188620652,805.4715673793465,0.9443969654296318,392.1916034454273,790.7801365460707,0.5276249733424397,408.19621770200973,822.7893650592356,1.3534548808103393,0.5610799026011071,391.66875838233534,796.1313760751029,equalweights,0.9443969654296318,392.1916034454273,790.7801365460707
