trial_ID,observation_encoding,observation_encoding_ew,observation_encoding_iw,latent_state
415.0,212.0,23,2.0,1.0
416.0,1112.0,23,1002.0,1.0
417.0,1112.0,23,1002.0,1.0
418.0,1112.0,23,1002.0,1.0
419.0,302.0,32,2.0,1.0
420.0,302.0,32,2.0,1.0
421.0,302.0,32,2.0,1.0
422.0,302.0,32,2.0,1.0
423.0,302.0,32,2.0,1.0
424.0,1202.0,32,1002.0,1.0
425.0,41.0,5,1.0,1.0
426.0,41.0,5,1.0,1.0
427.0,41.0,5,1.0,1.0
428.0,41.0,5,1.0,1.0
429.0,41.0,5,1.0,1.0
430.0,41.0,5,1.0,1.0
431.0,41.0,5,1.0,1.0
432.0,41.0,5,1.0,1.0
433.0,41.0,5,1.0,1.0
434.0,41.0,5,1.0,1.0
435.0,41.0,5,1.0,1.0
436.0,41.0,5,1.0,1.0
437.0,41.0,5,1.0,1.0
438.0,131.0,14,1.0,1.0
439.0,131.0,14,1.0,1.0
440.0,131.0,14,1.0,1.0
441.0,131.0,14,1.0,1.0
442.0,131.0,14,1.0,1.0
443.0,131.0,14,1.0,1.0
444.0,131.0,14,1.0,1.0
445.0,131.0,14,1.0,1.0
446.0,131.0,14,1.0,1.0
447.0,131.0,14,1.0,1.0
448.0,131.0,14,1.0,1.0
449.0,131.0,14,1.0,1.0
450.0,131.0,14,1.0,1.0
451.0,131.0,14,1.0,1.0
452.0,131.0,14,1.0,1.0
453.0,131.0,14,1.0,1.0
454.0,131.0,14,1.0,1.0
455.0,131.0,14,1.0,1.0
456.0,131.0,14,1.0,1.0
457.0,131.0,14,1.0,1.0
458.0,131.0,14,1.0,1.0
459.0,131.0,14,1.0,1.0
460.0,131.0,14,1.0,1.0
461.0,131.0,14,1.0,1.0
462.0,131.0,14,1.0,1.0
463.0,131.0,14,1.0,1.0
464.0,131.0,14,1.0,1.0
465.0,131.0,14,1.0,1.0
466.0,131.0,14,1.0,1.0
467.0,131.0,14,1.0,1.0
468.0,131.0,14,1.0,1.0
469.0,131.0,14,1.0,1.0
470.0,131.0,14,1.0,1.0
471.0,131.0,14,1.0,1.0
472.0,131.0,14,1.0,1.0
473.0,131.0,14,1.0,1.0
474.0,1031.0,14,1001.0,1.0
475.0,1031.0,14,1001.0,1.0
476.0,1031.0,14,1001.0,1.0
477.0,221.0,23,1.0,1.0
478.0,221.0,23,1.0,1.0
479.0,221.0,23,1.0,1.0
480.0,221.0,23,1.0,1.0
481.0,221.0,23,1.0,1.0
482.0,221.0,23,1.0,1.0
483.0,221.0,23,1.0,1.0
484.0,221.0,23,1.0,1.0
485.0,221.0,23,1.0,1.0
486.0,221.0,23,1.0,1.0
487.0,221.0,23,1.0,1.0
488.0,221.0,23,1.0,1.0
489.0,221.0,23,1.0,1.0
490.0,221.0,23,1.0,1.0
491.0,221.0,23,1.0,1.0
492.0,221.0,23,1.0,1.0
493.0,221.0,23,1.0,1.0
494.0,221.0,23,1.0,1.0
495.0,221.0,23,1.0,1.0
496.0,221.0,23,1.0,1.0
497.0,221.0,23,1.0,1.0
498.0,221.0,23,1.0,1.0
499.0,221.0,23,1.0,1.0
500.0,221.0,23,1.0,1.0
501.0,221.0,23,1.0,1.0
502.0,221.0,23,1.0,1.0
503.0,221.0,23,1.0,1.0
504.0,221.0,23,1.0,1.0
505.0,221.0,23,1.0,1.0
506.0,221.0,23,1.0,1.0
507.0,221.0,23,1.0,1.0
508.0,221.0,23,1.0,1.0
509.0,221.0,23,1.0,1.0
510.0,221.0,23,1.0,1.0
511.0,221.0,23,1.0,1.0
512.0,1121.0,23,1001.0,1.0
513.0,1121.0,23,1001.0,1.0
514.0,1121.0,23,1001.0,1.0
515.0,1121.0,23,1001.0,1.0
516.0,1121.0,23,1001.0,1.0
517.0,311.0,32,1.0,1.0
518.0,311.0,32,1.0,1.0
519.0,311.0,32,1.0,1.0
520.0,311.0,32,1.0,1.0
521.0,311.0,32,1.0,1.0
522.0,311.0,32,1.0,1.0
523.0,311.0,32,1.0,1.0
524.0,311.0,32,1.0,1.0
525.0,311.0,32,1.0,1.0
526.0,311.0,32,1.0,1.0
527.0,311.0,32,1.0,1.0
528.0,311.0,32,1.0,1.0
529.0,311.0,32,1.0,1.0
530.0,311.0,32,1.0,1.0
531.0,311.0,32,1.0,1.0
532.0,311.0,32,1.0,1.0
533.0,1211.0,32,1001.0,1.0
534.0,1211.0,32,1001.0,1.0
535.0,1211.0,32,1001.0,1.0
536.0,401.0,41,1.0,1.0
537.0,401.0,41,1.0,1.0
538.0,401.0,41,1.0,1.0
539.0,1301.0,41,1001.0,1.0
540.0,50.0,5,50.0,1.0
541.0,50.0,5,50.0,1.0
542.0,50.0,5,50.0,1.0
543.0,50.0,5,50.0,1.0
544.0,140.0,14,140.0,1.0
545.0,140.0,14,140.0,1.0
546.0,140.0,14,140.0,1.0
547.0,140.0,14,140.0,1.0
548.0,140.0,14,140.0,1.0
549.0,140.0,14,140.0,1.0
550.0,140.0,14,140.0,1.0
551.0,140.0,14,140.0,1.0
552.0,140.0,14,140.0,1.0
553.0,140.0,14,140.0,1.0
554.0,140.0,14,140.0,1.0
555.0,140.0,14,140.0,1.0
556.0,140.0,14,140.0,1.0
557.0,140.0,14,140.0,1.0
558.0,1040.0,14,1000.0,1.0
559.0,230.0,23,230.0,1.0
560.0,230.0,23,230.0,1.0
561.0,230.0,23,230.0,1.0
562.0,230.0,23,230.0,1.0
563.0,230.0,23,230.0,1.0
564.0,230.0,23,230.0,1.0
565.0,230.0,23,230.0,1.0
566.0,230.0,23,230.0,1.0
567.0,230.0,23,230.0,1.0
568.0,230.0,23,230.0,1.0
569.0,230.0,23,230.0,1.0
570.0,230.0,23,230.0,1.0
571.0,230.0,23,230.0,1.0
572.0,230.0,23,230.0,1.0
573.0,230.0,23,230.0,1.0
574.0,230.0,23,230.0,1.0
575.0,230.0,23,230.0,1.0
576.0,230.0,23,230.0,1.0
577.0,1130.0,23,1000.0,1.0
578.0,1130.0,23,1000.0,1.0
579.0,1130.0,23,1000.0,1.0
580.0,320.0,32,320.0,1.0
581.0,320.0,32,320.0,1.0
582.0,320.0,32,320.0,1.0
583.0,320.0,32,320.0,1.0
584.0,320.0,32,320.0,1.0
585.0,320.0,32,320.0,1.0
586.0,320.0,32,320.0,1.0
587.0,320.0,32,320.0,1.0
588.0,320.0,32,320.0,1.0
589.0,320.0,32,320.0,1.0
590.0,320.0,32,320.0,1.0
591.0,320.0,32,320.0,1.0
592.0,1220.0,32,1000.0,1.0
593.0,1220.0,32,1000.0,1.0
594.0,1220.0,32,1000.0,1.0
595.0,410.0,41,410.0,1.0
596.0,410.0,41,410.0,1.0
597.0,410.0,41,410.0,1.0
598.0,410.0,41,410.0,1.0
599.0,1310.0,41,1000.0,1.0
600.0,500.0,50,500.0,1.0
